feature	percentage_gene_gc_content	gene_biotype	start_position	end_position	hgnc_id	hgnc_symbol	length
ENSG00000143811	54.97	protein_coding	225919877	225924340	HGNC:30262	PYCR2	4463
ENSG00000143815	41.69	protein_coding	225401502	225428925	HGNC:6518	LBR	27423
ENSG00000143816	57.27	protein_coding	227918656	227947932	HGNC:12778	WNT9A	29276
ENSG00000143819	50.75	protein_coding	225810124	225845563	HGNC:3401	EPHX1	35439
ENSG00000143842	51.76	protein_coding	204073115	204127743	HGNC:11192	SOX13	54628
ENSG00000143851	52.91	protein_coding	202147012	202161588	HGNC:9659	PTPN7	14576
ENSG00000143862	53.33	protein_coding	202133404	202144743	HGNC:25192	ARL8A	11339
ENSG00000143870	46.27	protein_coding	10783391	10837977	HGNC:30168	PDIA6	54586
ENSG00000143889	37.07	protein_coding	38561969	38603586	HGNC:25127	HNRNPLL	41617
ENSG00000143919	37.93	protein_coding	44361947	44772592	HGNC:26276	CAMKMT	410645
ENSG00000143924	38.02	protein_coding	42169353	42332548	HGNC:1316	EML4	163195
ENSG00000143933	40.15	protein_coding	47160084	47176921	HGNC:1445	CALM2	16837
ENSG00000143942	39.04	protein_coding	53767804	53775196	HGNC:32363	CHAC2	7392
ENSG00000143947	45.81	protein_coding	55231903	55235853	HGNC:10417	RPS27A	3950
ENSG00000143951	37.72	protein_coding	63119559	63827843	HGNC:28027	WDPCP	708284
ENSG00000143952	37.1	protein_coding	63892146	64019428	HGNC:18652	VPS54	127282
ENSG00000143970	39.52	protein_coding	25733753	25878487	HGNC:23805	ASXL2	144734
ENSG00000143971	33.29	protein_coding	67397322	67412089	HGNC:24648	ETAA1	14767
ENSG00000143977	41.07	protein_coding	70281362	70293740	HGNC:11163	SNRPG	12378
ENSG00000143995	39.2	protein_coding	66433452	66573869	HGNC:7000	MEIS1	140417
ENSG00000144021	48.83	protein_coding	96266159	96274173	HGNC:14280	CIAO1	8014
ENSG00000144026	44.49	protein_coding	95122087	95165668	HGNC:25894	ZNF514	43581
ENSG00000144028	47.24	protein_coding	96274338	96321271	HGNC:30859	SNRNP200	46933
ENSG00000144029	41.66	protein_coding	95085369	95122006	HGNC:14498	MRPS5	36637
ENSG00000144034	40.52	protein_coding	73729104	73737400	HGNC:24259	TPRKB	8296
ENSG00000144036	37.12	protein_coding	72175984	72826041	HGNC:17085	EXOC6B	650057
ENSG00000144040	49.36	protein_coding	72942036	73075619	HGNC:16073	SFXN5	133583
ENSG00000144043	48.51	protein_coding	70968325	70994873	HGNC:30712	TEX261	26548
ENSG00000144045	49.44	protein_coding	74518131	74526281	HGNC:20410	DQX1	8150
ENSG00000144048	40.26	protein_coding	73761782	73780173	HGNC:3066	DUSP11	18391
ENSG00000144115	48.04	protein_coding	88170295	88186636	HGNC:25602	THNSL2	16341
ENSG00000144118	46.37	protein_coding	120240064	120294710	HGNC:9840	RALB	54646
ENSG00000144120	52.47	protein_coding	119679167	119686507	HGNC:28143	TMEM177	7340
ENSG00000144134	49.92	protein_coding	113627229	113643396	HGNC:9799	RABL2A	16167
ENSG00000144136	42.28	protein_coding	112645939	112663825	HGNC:10946	SLC20A1	17886
ENSG00000144161	38.5	protein_coding	112211529	112255136	HGNC:30941	ZC3H8	43607
ENSG00000144182	41.3	protein_coding	99154955	99163157	HGNC:29569	LIPT1	8202
ENSG00000144214	43.24	protein_coding	99284238	99304742	HGNC:27014	LYG1	20504
ENSG00000144224	39.75	protein_coding	135741734	135785056	HGNC:14860	UBXN4	43322
ENSG00000144228	36.71	protein_coding	138501770	138574458	HGNC:27934	SPOPL	72688
ENSG00000144231	45.36	protein_coding	127843553	127858155	HGNC:9191	POLR2D	14602
ENSG00000144233	45.76	protein_coding	127861630	127885967	HGNC:28658	AMMECR1L	24337
ENSG00000144283	38.59	protein_coding	158456952	158682879	HGNC:9026	PKP4	225927
ENSG00000144306	37.9	protein_coding	174395730	174429575	HGNC:30382	SCRN3	33845
ENSG00000144320	35.26	protein_coding	175923882	176002839	HGNC:21610	LNPK	78957
ENSG00000144354	43.24	protein_coding	173354820	173368997	HGNC:14628	CDCA7	14177
ENSG00000144357	36.88	protein_coding	169827454	170084131	HGNC:30467	UBR3	256677
ENSG00000144362	37.24	protein_coding	169694454	169701708	HGNC:28316	PHOSPHO2	7254
ENSG00000144381	42.79	protein_coding	197486584	197516737	HGNC:5261	HSPD1	30153
ENSG00000144395	38.16	protein_coding	196639554	196763490	HGNC:26834	CCDC150	123936
ENSG00000144401	40.9	protein_coding	207580631	207625928	HGNC:30476	METTL21A	45297
ENSG00000144426	37.74	protein_coding	203014608	203226378	HGNC:20681	NBEAL1	211770
ENSG00000144445	36.36	protein_coding	210021421	210171409	HGNC:26310	KANSL1L	149988
ENSG00000144451	35.89	protein_coding	213284389	214410501	HGNC:23225	SPAG16	1126112
ENSG00000144455	39.53	protein_coding	3700814	4467273	HGNC:20376	SUMF1	766459
ENSG00000144468	39.57	protein_coding	226835581	226999215	HGNC:23081	RHBDD1	163634
ENSG00000144504	49.38	protein_coding	240479422	240569209	HGNC:20987	ANKMY1	89787
ENSG00000144524	44.9	protein_coding	231781671	231809254	HGNC:16760	COPS7B	27583
ENSG00000144535	42.48	protein_coding	231961245	232344350	HGNC:28648	DIS3L2	383105
ENSG00000144554	42.79	protein_coding	10026370	10101932	HGNC:3585	FANCD2	75562
ENSG00000144559	42.11	protein_coding	11790442	11846919	HGNC:25187	TAMM41	56477
ENSG00000144560	44.93	protein_coding	11556069	11771350	HGNC:28966	VGLL4	215281
ENSG00000144566	39.79	protein_coding	19947097	19985175	HGNC:9783	RAB5A	38078
ENSG00000144567	53.86	protein_coding	219176225	219185475	HGNC:28450	RETREG2	9250
ENSG00000144579	62.9	protein_coding	218397136	218405941	HGNC:21614	CTDSP1	8805
ENSG00000144580	41.17	protein_coding	218568580	218597080	HGNC:10445	CNOT9	28500
ENSG00000144589	53.34	protein_coding	219597857	219616451	HGNC:19184	STK11IP	18594
ENSG00000144591	57.41	protein_coding	219498865	219513898	HGNC:22923	GMPPA	15033
ENSG00000144597	43.46	protein_coding	15427598	15450635	HGNC:20907	EAF1	23037
ENSG00000144635	39.15	protein_coding	32525974	32570858	HGNC:18745	DYNC1LI1	44884
ENSG00000144645	42.46	protein_coding	31657912	32077580	HGNC:16395	OSBPL10	419668
ENSG00000144647	47.69	protein_coding	43079229	43106085	HGNC:25902	POMGNT2	26856
ENSG00000144655	55.85	protein_coding	39141855	39154562	HGNC:14300	CSRNP1	12707
ENSG00000144659	46.4	protein_coding	39383370	39397351	HGNC:26054	SLC25A38	13981
ENSG00000144674	37.8	protein_coding	37243191	37366879	HGNC:4427	GOLGA4	123688
ENSG00000144677	42.32	protein_coding	37861880	37984469	HGNC:16890	CTDSPL	122589
ENSG00000144711	53.38	protein_coding	12897043	13283281	HGNC:29112	IQSEC1	386238
ENSG00000144713	47.37	protein_coding	12834485	12841582	HGNC:10336	RPL32	7097
ENSG00000144736	39.56	protein_coding	72749277	72861914	HGNC:25543	SHQ1	112637
ENSG00000144741	40.15	protein_coding	66133610	66388116	HGNC:20661	SLC25A26	254506
ENSG00000144744	37.06	protein_coding	69054730	69080408	HGNC:12470	UBA3	25678
ENSG00000144746	42.48	protein_coding	69084937	69106092	HGNC:16937	ARL6IP5	21155
ENSG00000144747	36.6	protein_coding	69019827	69052339	HGNC:11870	TMF1	32512
ENSG00000144791	46.55	protein_coding	45555394	45686341	HGNC:6612	LIMD1	130947
ENSG00000144802	40.23	protein_coding	101827991	101861022	HGNC:29805	NFKBIZ	33031
ENSG00000144815	39.43	protein_coding	101779177	101843743	HGNC:28238	NXPE3	64566
ENSG00000144827	35.85	protein_coding	111979010	111993368	HGNC:25656	ABHD10	14358
ENSG00000144840	38.02	protein_coding	120684938	120742993	HGNC:18072	RABL3	58055
ENSG00000144843	46.24	protein_coding	119579268	119589945	HGNC:269	ADPRH	10677
ENSG00000144848	36.32	protein_coding	112532510	112562046	HGNC:20962	ATG3	29536
ENSG00000144867	41.15	protein_coding	133784023	133825772	HGNC:24085	SRPRB	41749
ENSG00000144895	37.63	protein_coding	150546678	150586016	HGNC:3254	EIF2A	39338
ENSG00000144909	39.36	protein_coding	125528858	125595497	HGNC:16397	OSBPL11	66639
ENSG00000144959	41.72	protein_coding	172630249	172711218	HGNC:29260	NCEH1	80969
ENSG00000145012	39.17	protein_coding	188153284	188890671	HGNC:6679	LPP	737387
ENSG00000145014	50.87	protein_coding	194587673	194633689	HGNC:25120	TMEM44	46016
ENSG00000145016	45.69	protein_coding	197668867	197749727	HGNC:28991	RUBCN	80860
ENSG00000145022	53.22	protein_coding	49412212	49416476	HGNC:11692	TCTA	4264
ENSG00000145041	43.34	protein_coding	51395867	51500015	HGNC:30911	DCAF1	104148
ENSG00000145050	50.89	protein_coding	51385291	51389397	HGNC:15461	MANF	4106
ENSG00000145088	36.14	protein_coding	121835183	121886526	HGNC:23115	EAF2	51343
ENSG00000145103	44.15	protein_coding	121987323	122022247	HGNC:28741	ILDR1	34924
ENSG00000145191	48.66	protein_coding	184135038	184146127	HGNC:3261	EIF2B5	11089
ENSG00000145214	60.54	protein_coding	958887	986895	HGNC:2856	DGKQ	28008
ENSG00000145216	35.67	protein_coding	53377569	53464382	HGNC:19124	FIP1L1	86813
ENSG00000145217	58.39	protein_coding	979073	993440	HGNC:10993	SLC26A1	14367
ENSG00000145220	44	protein_coding	4267701	4290154	HGNC:26021	LYAR	22453
ENSG00000145241	36.82	protein_coding	67468762	67545503	HGNC:1854	CENPC	76741
ENSG00000145246	37.61	protein_coding	47485275	47593486	HGNC:13549	ATP10D	108211
ENSG00000145247	41.87	protein_coding	48885019	48906937	HGNC:28685	OCIAD2	21918
ENSG00000145284	43.56	protein_coding	82629539	82798796	HGNC:21088	SCD5	169257
ENSG00000145293	43.12	protein_coding	82430590	82461177	HGNC:24599	ENOPH1	30587
ENSG00000145331	35.05	protein_coding	99546709	99564039	HGNC:28403	TRMT10A	17330
ENSG00000145332	38.23	protein_coding	87160103	87240314	HGNC:18644	KLHL8	80211
ENSG00000145348	35.9	protein_coding	106041599	106316683	HGNC:28261	TBCK	275084
ENSG00000145349	36.23	protein_coding	113418054	113761927	HGNC:1462	CAMK2D	343873
ENSG00000145354	38.96	protein_coding	102868974	102892807	HGNC:24212	CISD2	23833
ENSG00000145365	40.4	protein_coding	112272968	112285955	HGNC:19075	TIFA	12987
ENSG00000145375	37.39	protein_coding	122923070	123319433	HGNC:18119	AFG2A	396363
ENSG00000145386	39.34	protein_coding	121816444	121823883	HGNC:1578	CCNA2	7439
ENSG00000145388	36.97	protein_coding	118685392	118715433	HGNC:29330	METTL14	30041
ENSG00000145390	36.03	protein_coding	119212587	119295518	HGNC:29255	USP53	82931
ENSG00000145391	42.84	protein_coding	139495941	139606699	HGNC:30412	SETD7	110758
ENSG00000145414	36.34	protein_coding	163110073	163166890	HGNC:25126	NAF1	56817
ENSG00000145416	35.61	protein_coding	163524298	164384050	HGNC:26077	MARCHF1	859752
ENSG00000145425	41.26	protein_coding	151099624	151104642	HGNC:10421	RPS3A	5018
ENSG00000145439	38.87	protein_coding	168863770	169010275	HGNC:25891	CBR4	146505
ENSG00000145476	42.07	protein_coding	186191567	186213463	HGNC:23198	CYP4V2	21896
ENSG00000145494	48.31	protein_coding	1801407	1816048	HGNC:7713	NDUFS6	14641
ENSG00000145495	39.32	protein_coding	10353695	10440388	HGNC:30550	MARCHF6	86693
ENSG00000145545	44.39	protein_coding	6633290	6676539	HGNC:11284	SRD5A1	43249
ENSG00000145555	44.1	protein_coding	16661907	16936288	HGNC:7593	MYO10	274381
ENSG00000145592	42.62	protein_coding	40825262	40835222	HGNC:10347	RPL37	9960
ENSG00000145604	39.26	protein_coding	36151989	36196849	HGNC:10901	SKP2	44860
ENSG00000145623	40.64	protein_coding	38845858	38945596	HGNC:8507	OSMR	99738
ENSG00000145632	41.73	protein_coding	58453982	58460139	HGNC:19699	PLK2	6157
ENSG00000145685	43.31	protein_coding	78485215	78770021	HGNC:6588	LHFPL2	284806
ENSG00000145687	35.96	protein_coding	81412804	81751797	HGNC:15831	SSBP2	338993
ENSG00000145715	35.77	protein_coding	87267883	87391931	HGNC:9871	RASA1	124048
ENSG00000145723	36	protein_coding	103086000	103120138	HGNC:25959	GIN1	34138
ENSG00000145725	34.29	protein_coding	103120149	103212799	HGNC:29035	PPIP5K2	92650
ENSG00000145730	35.93	protein_coding	102753981	103029730	HGNC:8596	PAM	275749
ENSG00000145734	39.83	protein_coding	71455651	71567820	HGNC:13652	BDP1	112169
ENSG00000145736	38.32	protein_coding	71035016	71067689	HGNC:4656	GTF2H2	32673
ENSG00000145740	39.19	protein_coding	69093991	69131069	HGNC:19089	SLC30A5	37078
ENSG00000145741	38.61	protein_coding	73498408	73505667	HGNC:1125	BTF3	7259
ENSG00000145743	35.81	protein_coding	107859035	108382098	HGNC:13615	FBXL17	523063
ENSG00000145779	41.46	protein_coding	119268692	119399688	HGNC:17260	TNFAIP8	130996
ENSG00000145780	35.43	protein_coding	115520908	115544775	HGNC:16933	FEM1C	23867
ENSG00000145781	37.45	protein_coding	116085016	116412762	HGNC:30201	COMMD10	327746
ENSG00000145782	36.6	protein_coding	115828200	115841837	HGNC:588	ATG12	13637
ENSG00000145817	35.8	protein_coding	144158162	144170714	HGNC:24877	YIPF5	12552
ENSG00000145819	42.17	protein_coding	142770377	143229011	HGNC:17073	ARHGAP26	458634
ENSG00000145833	42.1	protein_coding	134758771	134855133	HGNC:18681	DDX46	96362
ENSG00000145860	36.97	protein_coding	159157409	159210053	HGNC:20853	RNF145	52644
ENSG00000145868	37.05	protein_coding	148383935	148442836	HGNC:28844	FBXO38	58901
ENSG00000145882	50.1	protein_coding	149358037	149369653	HGNC:28477	PCYOX1L	11616
ENSG00000145901	50.01	protein_coding	151029945	151093577	HGNC:16903	TNIP1	63632
ENSG00000145907	39.46	protein_coding	151771045	151812911	HGNC:30292	G3BP1	41866
ENSG00000145908	36.58	protein_coding	150894392	150904983	HGNC:13091	ZNF300	10591
ENSG00000145911	60.58	protein_coding	178113532	178126081	HGNC:29852	N4BP3	12549
ENSG00000145912	52.05	protein_coding	178149463	178153894	HGNC:14377	NHP2	4431
ENSG00000145916	49.48	protein_coding	178130996	178150568	HGNC:26181	RMND5B	19572
ENSG00000145919	44.58	protein_coding	173607145	173616659	HGNC:25114	BOD1	9514
ENSG00000145945	58.62	protein_coding	3849373	3851320	HGNC:18789	FAM50B	1947
ENSG00000145979	44.56	protein_coding	13266542	13328583	HGNC:21066	TBC1D7	62041
ENSG00000145982	42.02	protein_coding	5261044	5829192	HGNC:21062	FARS2	568148
ENSG00000145990	44.97	protein_coding	13357830	13487662	HGNC:21096	GFOD1	129832
ENSG00000146007	43.69	protein_coding	140698680	140706686	HGNC:26433	ZMAT2	8006
ENSG00000146054	55.11	protein_coding	181193924	181205293	HGNC:16278	TRIM7	11369
ENSG00000146063	52.1	protein_coding	181222499	181235808	HGNC:19013	TRIM41	13309
ENSG00000146066	57.47	protein_coding	176388751	176389761	HGNC:28311	HIGD2A	1010
ENSG00000146067	49.96	protein_coding	177519789	177554586	HGNC:25524	FAM193B	34797
ENSG00000146072	41.38	protein_coding	47231532	47309905	HGNC:13469	TNFRSF21	78373
ENSG00000146083	60.08	protein_coding	176526712	176538025	HGNC:19180	RNF44	11313
ENSG00000146085	34.47	protein_coding	49430360	49463253	HGNC:7526	MMUT	32893
ENSG00000146094	58.12	protein_coding	177501904	177511274	HGNC:24583	DOK3	9370
ENSG00000146109	47.72	protein_coding	26596953	26600739	HGNC:17369	ABT1	3786
ENSG00000146112	56.1	protein_coding	30676389	30687895	HGNC:29413	PPP1R18	11506
ENSG00000146143	37.46	protein_coding	57314805	57646850	HGNC:9370	PRIM2	332045
ENSG00000146192	53.44	protein_coding	37005646	37029299	HGNC:3664	FGD2	23653
ENSG00000146223	46.45	protein_coding	42879616	42889925	HGNC:21370	RPL7L1	10309
ENSG00000146232	55.92	protein_coding	44258166	44265788	HGNC:7799	NFKBIE	7622
ENSG00000146233	36.81	protein_coding	46549580	46652830	HGNC:17449	CYP39A1	103250
ENSG00000146242	53.86	protein_coding	82363206	82367420	HGNC:12004	TPBG	4214
ENSG00000146243	37.22	protein_coding	78867551	78946440	HGNC:17368	IRAK1BP1	78889
ENSG00000146247	34.29	protein_coding	78934419	79078287	HGNC:15673	PHIP	143868
ENSG00000146263	35.58	protein_coding	97142161	97283217	HGNC:21475	MMS22L	141056
ENSG00000146267	41.71	protein_coding	99271168	99350062	HGNC:20742	FAXC	78894
ENSG00000146278	48.53	protein_coding	89080751	89085160	HGNC:17278	PNRC1	4409
ENSG00000146281	39.6	protein_coding	89146055	89165565	HGNC:21408	PM20D2	19510
ENSG00000146282	38.31	protein_coding	87513459	87590028	HGNC:21406	RARS2	76569
ENSG00000146350	35.75	protein_coding	121079494	121334745	HGNC:21485	TBC1D32	255251
ENSG00000146376	38.51	protein_coding	129576132	129710177	HGNC:21035	ARHGAP18	134045
ENSG00000146386	44.13	protein_coding	139028745	139043302	HGNC:21230	ABRACL	14557
ENSG00000146409	39.67	protein_coding	132769370	132813339	HGNC:21573	SLC18B1	43969
ENSG00000146410	39.81	protein_coding	136231024	136250335	HGNC:21115	MTFR2	19311
ENSG00000146414	35.43	protein_coding	145864245	145964423	HGNC:19336	SHPRH	100178
ENSG00000146416	39.66	protein_coding	143060496	143341058	HGNC:21607	AIG1	280562
ENSG00000146425	45.31	protein_coding	158636474	158644743	HGNC:11697	DYNLT1	8269
ENSG00000146426	43.49	protein_coding	154832697	155257723	HGNC:11806	TIAM2	425026
ENSG00000146433	47.37	protein_coding	158536436	158635433	HGNC:20958	TMEM181	98997
ENSG00000146457	38.63	protein_coding	159725585	159756319	HGNC:16846	WTAP	30734
ENSG00000146463	38.7	protein_coding	35268709	35422058	HGNC:13055	ZMYM4	153349
ENSG00000146476	39.28	protein_coding	151452258	151470101	HGNC:17872	ARMT1	17843
ENSG00000146535	46.49	protein_coding	2721822	2870786	HGNC:4380	GNA12	148964
ENSG00000146540	57.69	protein_coding	996986	1138260	HGNC:22421	C7orf50	141274
ENSG00000146556	56.5	transcribed_unprocessed_pseudogene	113588550	113599034	HGNC:33145	WASH2P	10484
ENSG00000146574	46.69	protein_coding	6794134	6826770	HGNC:21717	CCZ1B	32636
ENSG00000146576	53.1	protein_coding	6590021	6608726	HGNC:21702	INTS15	18705
ENSG00000146587	40.26	protein_coding	5045821	5069487	HGNC:17680	RBAK	23666
ENSG00000146670	52.67	protein_coding	65066300	65084164	HGNC:14626	CDCA5	17864
ENSG00000146676	41.41	protein_coding	44876299	44885530	HGNC:9702	PURB	9231
ENSG00000146677	50.49	processed_pseudogene	44467897	44468304	HGNC:36301	RPL32P18	407
ENSG00000146701	50.93	protein_coding	76048051	76067508	HGNC:6971	MDH2	19457
ENSG00000146707	49.27	protein_coding	76609986	76627279	HGNC:9203	POMZP3	17293
ENSG00000146729	45.28	protein_coding	55951793	56000181	HGNC:4179	NIPSNAP2	48388
ENSG00000146731	41.19	protein_coding	56051685	56063989	HGNC:1620	CCT6A	12304
ENSG00000146733	46.35	protein_coding	56011051	56051604	HGNC:9577	PSPH	40553
ENSG00000146757	39.16	protein_coding	65373799	65401136	HGNC:13168	ZNF92	27337
ENSG00000146776	45.55	protein_coding	105604772	105876599	HGNC:22210	ATXN7L1	271827
ENSG00000146802	35.26	protein_coding	112762377	112790423	HGNC:25826	TMEM168	28046
ENSG00000146826	60.48	protein_coding	100154420	100158723	HGNC:25604	TRAPPC14	4303
ENSG00000146828	51.93	protein_coding	100826820	100867010	HGNC:17435	SLC12A9	40190
ENSG00000146830	60.69	protein_coding	100679507	100694250	HGNC:9126	GIGYF1	14743
ENSG00000146833	43.22	protein_coding	99876958	99919531	HGNC:16275	TRIM4	42573
ENSG00000146834	58.85	protein_coding	100428322	100434126	HGNC:20247	MEPCE	5804
ENSG00000146842	37.56	protein_coding	130164713	130207770	HGNC:21898	TMEM209	43057
ENSG00000146856	36.82	protein_coding	134986508	135147963	HGNC:27981	AGBL3	161455
ENSG00000146858	46.53	protein_coding	139025706	139036042	HGNC:22423	ZC3HAV1L	10336
ENSG00000146859	43.02	protein_coding	135148072	135166215	HGNC:21870	TMEM140	18143
ENSG00000146872	42.17	protein_coding	62458658	62615481	HGNC:11842	TLK2	156823
ENSG00000146904	52.59	protein_coding	143390289	143408856	HGNC:3385	EPHA1	18567
ENSG00000146909	47.03	protein_coding	156949712	156973176	HGNC:13244	NOM1	23464
ENSG00000146918	41.8	protein_coding	158631169	158704804	HGNC:21904	NCAPG2	73635
ENSG00000146950	47.43	protein_coding	9786429	9949443	HGNC:630	SHROOM2	163014
ENSG00000146955	47.55	protein_coding	140404058	140427974	HGNC:19982	RAB19	23916
ENSG00000146963	40.36	protein_coding	139340359	139423457	HGNC:21608	LUC7L2	83098
ENSG00000147010	43.06	protein_coding	19533977	19887600	HGNC:13867	SH3KBP1	353623
ENSG00000147044	38.74	protein_coding	41514934	41923554	HGNC:1497	CASK	408620
ENSG00000147050	38.54	protein_coding	44873188	45112779	HGNC:12637	KDM6A	239591
ENSG00000147065	44.63	protein_coding	65588377	65741931	HGNC:7373	MSN	153554
ENSG00000147099	40.05	protein_coding	72329516	72573101	HGNC:13315	HDAC8	243585
ENSG00000147113	44.23	protein_coding	45148373	45200901	HGNC:25866	DIPK2B	52528
ENSG00000147118	40.4	protein_coding	47974851	48003989	HGNC:13001	ZNF182	29138
ENSG00000147121	41.17	protein_coding	46447292	46497422	HGNC:26007	KRBOX4	50130
ENSG00000147123	51.8	protein_coding	47142071	47145466	HGNC:20372	NDUFB11	3395
ENSG00000147124	43.35	protein_coding	47445178	47483222	HGNC:13107	ZNF41	38044
ENSG00000147130	53.76	protein_coding	71239624	71255146	HGNC:13054	ZMYM3	15522
ENSG00000147133	43.39	protein_coding	71366136	71532374	HGNC:11535	TAF1	166238
ENSG00000147140	45.49	protein_coding	71254814	71301522	HGNC:7871	NONO	46708
ENSG00000147144	55.5	protein_coding	49053572	49069857	HGNC:28910	CCDC120	16285
ENSG00000147155	49.44	protein_coding	48521799	48528716	HGNC:3133	EBP	6917
ENSG00000147162	40.59	protein_coding	71533087	71575892	HGNC:8127	OGT	42805
ENSG00000147164	42.55	protein_coding	71056332	71073426	HGNC:14976	SNX12	17094
ENSG00000147166	46.36	protein_coding	71301750	71305371	HGNC:6154	ITGB1BP2	3621
ENSG00000147180	34.37	protein_coding	85243991	85273362	HGNC:13128	ZNF711	29371
ENSG00000147202	37	protein_coding	96684712	97604997	HGNC:2877	DIAPH2	920285
ENSG00000147224	41.73	protein_coding	107628428	107651993	HGNC:9462	PRPS1	23565
ENSG00000147251	39.7	protein_coding	118495815	118686163	HGNC:23483	DOCK11	190348
ENSG00000147274	43.01	protein_coding	136848004	136880764	HGNC:9910	RBMX	32760
ENSG00000147316	42.19	protein_coding	6406592	6648508	HGNC:6954	MCPH1	241916
ENSG00000147324	44.15	protein_coding	8783354	8893630	HGNC:16982	MFHAS1	110276
ENSG00000147364	41.96	protein_coding	406428	477967	HGNC:13596	FBXO25	71539
ENSG00000147383	45.97	protein_coding	152830967	152869729	HGNC:13398	NSDHL	38762
ENSG00000147394	51.79	protein_coding	152898067	152973481	HGNC:12976	ZNF185	75414
ENSG00000147400	43.33	protein_coding	152826994	152830757	HGNC:1867	CETN2	3763
ENSG00000147403	54.28	protein_coding	154389955	154409168	HGNC:10298	RPL10	19213
ENSG00000147416	39.6	protein_coding	20197381	20230399	HGNC:854	ATP6V1B2	33018
ENSG00000147419	40.07	protein_coding	27733316	27772653	HGNC:25591	CCDC25	39337
ENSG00000147421	37.72	protein_coding	28890395	29064764	HGNC:26137	HMBOX1	174369
ENSG00000147437	39.76	protein_coding	25419258	25424654	HGNC:4419	GNRH1	5396
ENSG00000147439	49.55	protein_coding	22620418	22669148	HGNC:1054	BIN3	48730
ENSG00000147443	60.15	protein_coding	21908873	21913690	HGNC:2991	DOK2	4817
ENSG00000147454	48.38	protein_coding	23528956	23575463	HGNC:29786	SLC25A37	46507
ENSG00000147457	46.73	protein_coding	23243637	23262000	HGNC:28439	CHMP7	18363
ENSG00000147459	42.37	protein_coding	25184689	25418082	HGNC:23476	DOCK5	233393
ENSG00000147471	43.58	protein_coding	37762595	37779768	HGNC:9457	PLPBP	17173
ENSG00000147475	44.09	protein_coding	37736601	37758422	HGNC:1356	ERLIN2	21821
ENSG00000147526	42.76	protein_coding	38728186	38853028	HGNC:11522	TACC1	124842
ENSG00000147535	45.35	protein_coding	38263130	38269243	HGNC:25026	PLPP5	6113
ENSG00000147548	38.79	protein_coding	38269704	38382272	HGNC:12767	NSD3	112568
ENSG00000147576	43.48	protein_coding	66432492	66468907	HGNC:16354	ADHFE1	36415
ENSG00000147586	37.19	protein_coding	79918717	80030289	HGNC:14513	MRPS28	111572
ENSG00000147592	38.39	protein_coding	70635318	70669185	HGNC:18512	LACTB2	33867
ENSG00000147601	36.99	protein_coding	73008856	73048123	HGNC:11728	TERF1	39267
ENSG00000147604	50.65	protein_coding	73290242	73295789	HGNC:10363	RPL7	5547
ENSG00000147649	40.61	protein_coding	97644184	97730260	HGNC:29608	MTDH	86076
ENSG00000147650	35.79	protein_coding	104489231	104589258	HGNC:31708	LRP12	100027
ENSG00000147654	35.09	protein_coding	109539711	109570072	HGNC:3123	EBAG9	30361
ENSG00000147669	37.24	protein_coding	100150623	100154003	HGNC:9198	POLR2K	3380
ENSG00000147676	39.64	protein_coding	119165034	119245673	HGNC:13634	MAL2	80639
ENSG00000147677	37.79	protein_coding	116642130	116766925	HGNC:3273	EIF3H	124795
ENSG00000147679	40.03	protein_coding	116766505	116849463	HGNC:28224	UTP23	82958
ENSG00000147684	45.43	protein_coding	124539101	124580648	HGNC:7704	NDUFB9	41547
ENSG00000147687	40.76	protein_coding	124488485	124539458	HGNC:24220	TATDN1	50973
ENSG00000147697	39.27	protein_coding	129748196	129786624	HGNC:7151	GSDMC	38428
ENSG00000147789	50.86	protein_coding	144827518	144847509	HGNC:13139	ZNF7	19991
ENSG00000147799	52.35	protein_coding	144529179	144685846	HGNC:29351	ARHGAP39	156667
ENSG00000147804	61.95	protein_coding	144409742	144416844	HGNC:17129	SLC39A4	7102
ENSG00000147813	67.89	protein_coding	143574785	143578649	HGNC:30450	NAPRT	3864
ENSG00000147852	42.45	protein_coding	2621182	2660056	HGNC:12698	VLDLR	38874
ENSG00000147853	41.46	protein_coding	4709556	4742043	HGNC:17376	AK3	32487
ENSG00000147874	39.6	protein_coding	19053141	19102904	HGNC:25948	HAUS6	49763
ENSG00000147883	41.04	protein_coding	22002903	22009305	HGNC:1788	CDKN2B	6402
ENSG00000147889	41.19	protein_coding	21967752	21995301	HGNC:1787	CDKN2A	27549
ENSG00000147894	36.96	protein_coding	27535640	27573866	HGNC:28337	C9orf72	38226
ENSG00000147905	36.61	protein_coding	37120574	37358149	HGNC:26209	ZCCHC7	237575
ENSG00000147912	46.46	protein_coding	37510892	37576380	HGNC:13589	FBXO10	65488
ENSG00000147955	57.41	protein_coding	34634722	34637844	HGNC:8157	SIGMAR1	3122
ENSG00000147996	36.05	protein_coding	65668805	65734041	HGNC:24584	ZNG1E	65236
ENSG00000148019	37.2	protein_coding	78236062	78279690	HGNC:25740	CEP78	43628
ENSG00000148057	42.77	protein_coding	83623049	83644130	HGNC:31367	IDNK	21081
ENSG00000148090	38.91	protein_coding	91213815	91361918	HGNC:890	AUH	148103
ENSG00000148110	40.65	protein_coding	94374569	94461042	HGNC:23376	MFSD14B	86473
ENSG00000148120	43.58	protein_coding	94726604	95151793	HGNC:1361	AOPEP	425189
